ID	µØÍ¼±àºÅ »»ËãºóX×ø±ê  »»ËãºóY×ø±ê  »»ËãºóZ×ø±ê
18116	a28	403.1	234.21	201.18
18115	a28	403	234.3	204.27
18114	a28	402.9	234.17	207.48
18113	a28	402.8	234.16	210.79
18112	a28	-71	234.16	373.07
18111	a28	-70.99	234.17	369.65
18110	a28	-70.81	234.21	366.33
18109	a28	-70.72	234.28	362.83
18108	a28	-70.97	234.48	358.82
17930	a28	-253.64	234.16	-73.03
17930	a28	-196.93	234.16	106.58
17930	a28	32.89	234.16	74.81
17930	a28	32.51	241.68	-141.21
17930	a28	1.05	234.17	-167.91
17930	a28	-76.56	234.16	-86.73
17930	a28	-80.4	234.16	-3.29
24802	a29	4.5	219.71	35.97
24802	a29	4.54	219.71	16.07
24802	a29	24.52	219.71	15.98
24802	a29	24.47	219.71	36.04
24802	a29	14.53	219.71	25.96
16743	a29	287.52	247.14	-225.92
16746	a29	290.85	247.14	-225.5
16747	a29	294.04	247.14	-225.32
16745	a29	297.2	247.14	-225.21
24870	a29	34.31	264.79	3.1
24862	a29	-351.32	272.77	-7.6
24853	a29	-90.83	272.01	157.5
24830	a29	177.01	281.23	92.4
24847	a29	-90.93	272.01	158.35
24848	a29	34.35	264.79	3.31
24844	a29	167.81	281.96	1.65
24792	a29	72.28	287.67	268.78
24792	a29	-24.3	285.52	270.22
24792	a29	-166.6	288.37	211.74
24792	a29	-168.53	288.53	27.39
24792	a29	-10.42	267.47	-208.95
24800	a29	241.06	274.1	14.1
24800	a29	245.47	274	13.95
24800	a29	266.58	274.1	7.99
24800	a29	272.43	274	6.56
24800	a29	284.7	274.1	42.85
24800	a29	288.09	274	41.42
24799	a29	64.17	265.48	35.01
24800	a29	62.13	265.59	36.76
24799	a29	-33.44	265.44	112.25
24800	a29	-30.79	265.48	111.24
24800	a29	15.44	265.48	105.88
24800	a29	12.04	265.59	107.31
24800	a29	16.7	265.48	54.13
24800	a29	13.31	265.78	55.57
24800	a29	16.03	265.44	-38.65
24800	a29	12.28	265.59	-40.54
24800	a29	12.83	265.59	-79.06
24800	a29	16.23	265.48	-80.49
24799	a29	-31.37	265.44	-90.84
24800	a29	-33.65	265.48	-90.17
24799	a29	64.4	265.48	-32.5
24800	a29	62.7	265.59	-30.6
24799	a29	61.28	265.65	105.78
24799	a29	58.93	265.61	108.56
24799	a29	60.23	265.44	-88.49
24799	a29	63.49	265.44	-85.6
24799	a29	-92.42	272.79	15.38
24799	a29	-89.62	272.79	12.69
24800	a29	-87.98	272.89	18.34
24800	a29	-87.07	273.13	15.73
24799	a29	-89.59	272.79	15.2
24799	a29	-91.07	272.79	51.77
24799	a29	-88.26	272.79	49.07
24798	a29	316.46	285.82	296.55
24798	a29	320.58	285.15	293.26
24797	a29	319.95	285.34	246.78
24797	a29	323.29	285.58	248.83
24798	a29	146.67	278.22	382.11
24798	a29	143.2	278.19	381.92
24797	a29	123.71	278.23	338.92
24797	a29	123.52	278.14	342.15
24797	a29	115.55	281.33	296.56
24797	a29	112.93	281.28	296.7
24797	a29	114.18	281.19	298.82
24797	a29	154.57	281.33	301.23
24797	a29	112.83	281.28	302.19
24797	a29	154.57	281.33	296.46
24797	a29	151.95	281.28	296.6
24798	a29	242.2	277.02	270.36
24798	a29	242.09	276.87	265.46
24797	a29	199.22	276.87	264.82
24797	a29	199.03	277.02	270.16
24797	a29	204.99	276.87	264.72
24797	a29	204.8	277.02	270.06
24797	a29	201.25	276.92	267.69
24797	a29	148.48	276.87	264.72
24797	a29	148.29	277.02	270.06
24797	a29	154.25	276.87	264.62
24797	a29	154.06	277.02	269.96
24797	a29	150.51	276.92	267.59
24797	a29	102.77	276.87	264.62
24797	a29	102.59	277.02	269.96
24797	a29	6.87	285.45	284.63
24797	a29	3.62	285.51	284.9
24797	a29	5.07	285.4	283.15
24797	a29	6.77	285.45	280.98
24797	a29	3.52	285.51	281.25
24797	a29	6.77	285.45	254.31
24797	a29	3.52	285.51	254.58
24796	a29	-82.28	278.53	370.35
24796	a29	-78.62	278.82	370.17
24796	a29	-80.34	278.47	368.29
24796	a29	-81.88	278.47	366.01
24796	a29	-78.52	278.47	366.11
24796	a29	-75.93	278.47	330.34
24796	a29	-79.28	278.47	330.24
24796	a29	-77.75	278.47	332.53
24796	a29	-76.03	278.82	334.4
24796	a29	-79.68	278.53	334.59
24796	a29	-54.59	281.52	297.56
24796	a29	-57.94	281.52	297.46
24796	a29	-56.41	281.52	299.74
24796	a29	-54.69	281.87	301.62
24796	a29	-58.34	281.57	301.8
24796	a29	-93.16	281.52	297.46
24796	a29	-96.52	281.52	297.36
24796	a29	-46.88	276.75	271.38
24796	a29	-46.98	276.75	266.83
24796	a29	-104.78	276.57	270.3
24796	a29	-104.8	276.57	264.9
24787	a29	-166.48	276.71	298.27
24787	a29	-162.28	276.71	293.53
24787	a29	-188.52	276.71	266.91
24787	a29	-192.72	276.71	270.25
24787	a29	-170.14	280.24	199.34
24787	a29	-165.15	280.24	199.62
24787	a29	-165.25	280.24	193.92
24791	a29	-167.79	280.24	197.64
24787	a29	-169.8	280.24	194.54
24787	a29	-170.24	280.24	153.02
24787	a29	-165.25	280.24	153.29
24787	a29	-165.35	280.24	147.59
24791	a29	-167.89	280.24	151.32
24787	a29	-169.9	280.24	148.22
24787	a29	-169.35	280.24	100.77
24787	a29	-164.36	280.24	101.04
24787	a29	-164.46	280.24	95.34
24791	a29	-167	280.24	99.07
24787	a29	-169.01	280.24	95.97
24790	a29	-168.73	280.24	58.53
24790	a29	-163.74	280.24	58.43
24789	a29	-163.84	280.24	53.49
24789	a29	-165.77	280.24	55.83
24789	a29	-168.39	280.24	54.43
24790	a29	-169.55	280.24	9.62
24790	a29	-164.56	280.24	9.52
24789	a29	-164.66	280.24	4.58
24789	a29	-166.59	280.24	6.91
24789	a29	-169.21	280.24	5.51
24788	a29	-202.69	279.96	59.77
24788	a29	-199.65	279.96	59.67
24789	a29	-212.06	280.15	117.88
24789	a29	-207.36	280.15	117.78
24787	a29	-229.92	280.08	90.13
24787	a29	-235.42	280.08	89.66
24787	a29	-296.54	271.95	4.14
24787	a29	-290.54	271.95	4.02
24791	a29	-293.36	272.13	7.5
24787	a29	-290.64	271.95	10.6
24787	a29	-296.64	271.95	10.87
24787	a29	-296.09	271.95	-32.27
24787	a29	-290.09	271.95	-32.39
24789	a29	-217.67	281.29	-99.48
24790	a29	-219.21	281.29	-96.28
24789	a29	-215.2	281.29	-102.32
24789	a29	-215.38	281.29	-97.55
24790	a29	-220.19	281.29	-101.09
24787	a29	-241.41	279.75	-137.46
24787	a29	-236.87	279.75	-137.56
24789	a29	-194.04	281.29	-134.61
24790	a29	-195.58	281.29	-131.41
24790	a29	-214.05	281.29	-36.46
24790	a29	-214.15	281.29	-42.11
24790	a29	-169.65	280.24	-35.97
24790	a29	-164.66	280.24	-36.07
24789	a29	-162.95	280.07	-96.15
24788	a29	-165.19	280.07	-93.63
24789	a29	-161.65	280.37	-146.97
24789	a29	-165.63	280.37	-147.04
24789	a29	-161.32	276.21	-187.91
24788	a29	-164.28	276.21	-188.27
24789	a29	-163.56	276.21	-232.71
24789	a29	-160.43	276.21	-234.88
24788	a29	-139.21	276.21	-209.32
24788	a29	-39.94	261.61	-196.7
24788	a29	-42.36	261.61	-194.5
24788	a29	-42.16	261.61	-199.35
24788	a29	-44.88	261.61	-197.47
24788	a29	-40.04	261.61	-226.62
24786	a29	197.25	247.62	-162.33
24786	a29	197.15	247.62	-158.47
24788	a29	154.79	247.55	-174.45
24788	a29	114.24	247.42	-144.64
24788	a29	78.08	247.51	-175.86
24786	a29	153.05	247.52	-150.03
24786	a29	150.01	247.52	-144.89
24785	a29	69.62	247.52	-143.64
24786	a29	73.59	247.42	-145.75
24786	a29	65.87	258.5	-294.66
24785	a29	63.78	258.5	-299.78
24786	a29	72.37	258.5	-250.74
24785	a29	65.13	258.5	-248.86
24786	a29	97.44	258.5	-266.39
24785	a29	102.52	258.5	-263.44
24784	a29	-0.11	256.53	-210.75
24785	a29	-2.44	257.02	-208.63
24784	a29	58.46	252.82	-211.07
24785	a29	56.62	252.82	-207.62
24784	a29	137.59	258.5	-295.81
24785	a29	134.5	258.5	-298.93
24784	a29	172.41	258.5	-257.94
24785	a29	175.8	258.5	-259.72
24784	a29	138.04	258.5	-258.48
24785	a29	138.04	258.5	-262.17
24785	a29	125.8	252.82	-208.38
24784	a29	129.01	252.82	-211.13
16485	a29	151.08	281.63	1.04
16475	a29	-351.19	272.99	-7.66
16477	a29	-276.82	271.33	-7.96
16476	a29	167.49	281.73	-6.62
16480	a29	268.13	229.56	-49.88
24843	a29	31.99	291.6	3.43
24792	a29	17.77	281.34	-94.38
24800	a29	286.71	274.1	48.03
24800	a29	290.11	274	46.6
24801	a29	287.32	273.95	44.27
24804	a29	292.57	273.95	19.89
24804	a29	292.15	274	15.3
24804	a29	288.83	274.1	18.01
24800	a29	266.59	274.1	1.42
24800	a29	272.43	274	-0.01
24801	a29	269.91	273.95	3.31
24800	a29	240.96	274.1	8.3
24800	a29	245.37	274	8.15
24801	a29	243.27	273.95	11.46
24804	a29	255.73	274.1	43.72
24804	a29	260.44	274	43.52
24804	a29	258.1	273.95	47.33
24791	a29	-292.91	272.13	-28.91
24787	a29	-290.19	271.95	-25.82
24787	a29	-296.19	271.95	-25.55
24791	a29	-232.69	280.27	92.07
24787	a29	-230.48	280.1	94.57
24787	a29	-235.52	280.08	94.47
24789	a29	-209.75	280.15	120.17
24790	a29	-208.88	279.96	123.31
24790	a29	-212.81	279.96	121.91
24788	a29	-201.62	279.94	61.85
24789	a29	-200.72	279.77	63.87
24789	a29	-203.45	279.77	63.84
24786	a29	64.83	247.63	-159.38
24786	a29	163.71	253.73	-210.55
24785	a29	174.5	258.5	-255.02
24784	a29	170.64	258.5	-260.15
24784	a29	170.23	258.5	-255.19
24842	a29	274.4	268.22	-229.43
24839	a29	327.73	274.11	370.3
24838	a29	290.95	247.14	-198.88
24828	a29	-351.52	272.77	-7.58
24827	a29	-351.75	272.77	-7.66
24785	a29	176.3	247.64	-160.45
24785	a29	104.96	258.5	-268.95
24786	a29	99.81	258.5	-271.13
24785	a29	100.4	258.5	-267.9
24786	a29	62.3	258.5	-292.55
24785	a29	62.69	258.5	-296.17
24785	a29	59.54	258.5	-297.64
24784	a29	134.94	258.5	-293.33
24784	a29	140.74	258.5	-293.11
24785	a29	139.22	258.5	-299.03
24792	a29	135.75	288.6	-81.21
24798	a29	188.23	276.05	266.07
24798	a29	242.46	276.05	272.1
24798	a29	113.61	276.05	270.77
24798	a29	172.43	276.05	264.72
24792	a29	-21.14	277.59	78.29
24792	a29	-21.24	277.59	-58.42
24792	a29	39.43	277.59	-58.52
24792	a29	39.33	277.59	76.19
24792	a29	228.2	291.35	80.76
24792	a29	135.65	288.6	80.66
24798	a29	153.79	278.02	384.09
24798	a29	-57.54	278.02	380.89
24797	a29	-51.55	276.05	266.58
24797	a29	-114.26	276.05	271.5
24788	a29	-167.22	278.94	213.14
24788	a29	-168.07	279.54	135.76
24788	a29	-167.14	279.54	46.66
24788	a29	-167.83	279.64	-49.28
24786	a29	6.21	253.6	-210.87
24804	a29	194.84	281.3	22.22
24804	a29	194.74	281.3	28.3
24804	a29	198.1	281.3	24.79
24804	a29	155.43	281.3	22.12
24804	a29	155.33	281.3	28.2
24804	a29	158.7	281.3	24.69
24804	a29	264.92	270.55	78.32
24804	a29	264.82	270.55	84.39
24804	a29	268.18	270.55	80.88
24800	a29	9.9	265.59	-84.84
24800	a29	13.29	265.48	-86.27
24801	a29	13.64	265.44	-82.95
24801	a29	13.54	265.44	52.86
24800	a29	13.19	265.48	49.54
24800	a29	9.8	265.59	50.97
24800	a29	13.54	265.44	-32.58
24801	a29	13.19	265.48	-35.89
24800	a29	9.8	265.59	-34.46
24801	a29	13.44	265.44	104.74
24800	a29	13.09	265.48	101.42
24800	a29	9.7	265.59	102.86
24799	a29	-33.37	265.44	115.24
24800	a29	-34.05	265.48	110.45
24799	a29	-36.16	265.59	113.84
24799	a29	-30.58	265.44	-88.53
24800	a29	-28.91	265.48	-91.73
24799	a29	-32.14	265.59	-92.56
24799	a29	67.23	265.44	36.28
24799	a29	66.88	265.48	32.96
24800	a29	62.03	265.59	32.91
24799	a29	67.13	265.44	-30.89
24799	a29	66.78	265.48	-34.2
24800	a29	62.4	265.59	-34.17
24799	a29	63.62	265.44	-89.36
24800	a29	66.68	265.48	-89.47
24800	a29	63.29	265.59	-92.49
24800	a29	62.92	265.44	111.36
24800	a29	65.07	265.48	109.28
24799	a29	61.85	265.59	108.46
24799	a29	-115.94	272.27	30.54
24799	a29	-115.43	272.27	34.64
24815	a29	-117.06	272.27	32.69
24800	a29	-86.63	272.89	54.72
24800	a29	-85.72	273.13	52.11
24799	a29	-88.24	272.79	51.58
24826	a29	164.33	281.56	-2.4
24825	a29	171.9	281.52	-2.55
24824	a29	169.8	281.45	-89.75
24822	a29	35.14	264.79	3.29
24821	a29	174.62	331.92	112.96
24823	a29	327.67	274.11	367.43
24798	a29	313.57	285.82	290.2
24798	a29	317.5	285.67	292.25
24798	a29	317.68	285.15	286.91
24797	a29	321.59	285.34	243.68
24797	a29	324.93	285.58	245.73
24797	a29	322.95	285.23	245.67
24797	a29	350.5	285.82	279.77
24814	a29	354.43	285.67	281.82
24796	a29	354.62	285.15	276.48
24820	a29	234.2	278.02	357.88
24797	a29	130.75	278.23	338.82
24797	a29	130.56	278.14	342.05
24797	a29	127.73	278.29	340.65
24798	a29	147.06	278.22	378.08
24798	a29	145.24	278.17	379.93
24798	a29	143.6	278.19	377.89
24797	a29	153.2	281.19	298.72
24797	a29	116.02	281.33	301.95
24797	a29	151.85	281.28	301.08
24798	a29	244	276.92	268.01
24798	a29	246.33	277.02	270.26
24798	a29	246.22	276.87	265.36
24797	a29	108.55	276.87	264.52
24797	a29	108.36	277.02	269.86
24797	a29	104.81	276.92	267.49
24791	a29	47.75	285.4	271.77
24791	a29	47.95	285.45	266.55
24813	a29	51.98	285.51	269.1
24797	a29	4.97	285.4	252.83
24797	a29	6.67	285.45	250.66
24797	a29	3.42	285.51	250.93
24796	a29	-43.53	277.75	266.78
24796	a29	-43.52	277.79	271.54
24796	a29	-45.47	277.7	269.43
24819	a29	18.85	278.02	357.54
24796	a29	-94.98	281.52	299.64
24796	a29	-93.26	281.87	301.52
24796	a29	-97.02	281.57	302.63
24796	a29	-100.92	276.57	264.8
24796	a29	-100.66	276.72	269.76
24796	a29	-103.33	276.7	267.83
24787	a29	-142.21	276.71	261.61
24787	a29	-142.4	277.06	266.38
24812	a29	-146.33	276.76	264.98
24787	a29	-192.82	276.71	261.51
24791	a29	-193.01	277.06	265.4
24787	a29	-196.94	276.76	264.88
24787	a29	-166.38	276.71	288.51
24791	a29	-166.57	277.06	293.47
24787	a29	-169.9	276.76	293.21
24818	a29	-147.19	277.08	158.08
24795	a29	-359.91	273.33	-7.06
24795	a29	-341.07	270.96	0.17
24794	a29	-355.72	271.01	5.14
24794	a29	-341.05	271.24	-15.86
24793	a29	-355.34	271.09	5.22
24793	a29	-355.22	271.61	-20.46
24817	a29	-351.62	272.77	-7.68
24845	a29	-300.27	302.15	-41.21
24789	a29	-276.64	279.69	-116.05
24811	a29	-276.83	279.69	-111.28
24789	a29	-280.76	279.69	-112.68
24789	a29	-191.56	281.29	-137.45
24789	a29	-191.75	281.29	-132.69
24790	a29	-196.55	281.29	-136.23
24791	a29	-238.87	279.69	-140.35
24787	a29	-236.97	279.75	-143.52
24787	a29	-241.67	279.69	-144.01
24789	a29	-207.75	281.29	-41.53
24789	a29	-208.2	281.29	-36.75
24789	a29	-210.56	281.29	-39.24
24789	a29	-164.76	280.24	-41.01
24789	a29	-166.69	280.24	-38.67
24789	a29	-169.31	280.24	-40.07
24789	a29	-167.06	280.07	-96.25
24788	a29	-163.4	280.07	-91.6
24788	a29	-167.33	280.07	-91.16
24788	a29	-163.88	280.37	-144.57
24788	a29	-161.75	280.37	-142.36
24788	a29	-166.03	280.37	-141.78
24788	a29	-139.31	276.21	-214.43
24788	a29	-134.68	276.21	-209.03
24788	a29	-134.5	276.21	-214.19
24788	a29	-162.91	276.21	-186.03
24789	a29	-161.86	276.21	-183.12
24788	a29	-165.79	276.21	-184.52
24810	a29	-185.96	276.21	-210.69
24788	a29	-190.62	276.21	-213.14
24788	a29	-191.08	276.21	-208.78
24788	a29	-162.7	276.21	-234.98
24788	a29	-162.78	276.21	-237.99
24788	a29	-165.86	276.21	-236.1
24788	a29	-42.46	261.61	-224.42
24788	a29	-42.26	261.61	-229.27
24788	a29	-44.98	261.61	-227.39
24788	a29	-80.77	261.61	-206.24
24788	a29	-80.87	261.61	-213.81
24809	a29	-83.28	261.61	-210.56
24816	a29	267.39	229.68	-45.07
24785	a29	200.12	247.62	-160.34
24785	a29	201.96	247.54	-161.78
24785	a29	201.86	247.62	-159.08
24808	a29	267.54	247.62	-159.97
24785	a29	265.11	247.72	-163.12
24785	a29	264.76	247.39	-157.84
24788	a29	111.75	247.55	-141.96
24788	a29	111.39	247.42	-144.43
24788	a29	114.37	247.48	-142
24788	a29	74.72	247.55	-175.97
24788	a29	76.56	247.51	-177.41
24788	a29	76.46	247.55	-174.71
24785	a29	66.21	247.55	-142.93
24786	a29	68.21	247.42	-147.83
24785	a29	71.64	247.52	-140.84
24788	a29	153.65	247.55	-176.5
24788	a29	156.03	247.51	-177.51
24788	a29	156.75	247.55	-174.99
24785	a29	154.04	247.55	-142.12
24785	a29	157.92	247.42	-146.97
24785	a29	153.59	247.52	-146.09
24785	a29	65.03	258.5	-254.65
24786	a29	71.58	258.5	-255.57
24785	a29	68.76	258.5	-252.68
24807	a29	106.6	258.3	-308.9
24784	a29	101.97	258.38	-304.48
24784	a29	106.8	258.38	-302.98
24806	a29	187.2	258.3	-313.16
24784	a29	182.57	258.38	-308.74
24784	a29	187.4	258.38	-307.24
24785	a29	135.33	258.5	-259.9
24784	a29	140.11	258.5	-258.25
24784	a29	137.07	258.5	-256.64
24785	a29	-2.54	257.02	-212.96
24784	a29	0.98	255.65	-213.05
24784	a29	2.05	255.39	-208.82
24785	a29	55.63	252.82	-213.18
24784	a29	60.4	252.82	-213.15
24784	a29	60.6	252.82	-208.19
24785	a29	125.7	252.82	-213.23
24784	a29	131.53	252.82	-213.25
24784	a29	131.29	252.82	-208.29
24784	a29	219.08	252.26	-210.85
24784	a29	184.92	252.82	-208.82
24784	a29	184.82	252.82	-212.04
24805	a29	183.31	252.82	-210.45
24868	a31	72.37	52.82	195.97
24868	a31	3.28	52.82	182.9
24868	a31	-80.66	48.44	74.47
24868	a31	354.9	40.27	87.91
24868	a31	218.55	40.27	61.27
24868	a31	301.05	40.27	61.27
24868	a31	259.59	40.27	61.17
24753	a31	0.56	89.83	-263.56
24752	a31	-22.14	92.22	-297
20877	a31	-434.63	129.93	223.53
20867	a31	-416.01	132.18	222.91
20876	a31	-399.08	129.93	224.21
20888	a31	-490.75	130.39	474.58
20845	a31	-185.29	129.93	201.72
20844	a31	-186.08	132.3	223.34
20730	a31	-186.04	132.18	223.3
20845	a31	-416.29	129.93	200.89
20703	a31	-421.43	129.93	192.08
20702	a31	-410.79	129.93	191.98
20701	a31	-406.02	129.93	203.18
20700	a31	-427.27	129.93	203.08
20699	a31	-416.47	129.93	210.13
20725	a31	-415.97	132.18	219.45
20724	a31	-415.98	132.18	222.96
19458	a31	441.06	16.79	380.92
20422	a31	399.17	25.74	376.98
20549	a31	399.63	25.91	390.19
14666	a31	401.24	25.82	396.61
14666	a31	397.16	25.76	394.44
14666	a31	398.58	25.79	400
19454	a31	123.53	52.83	177.38
20418	a31	122.58	52.83	144.23
14671	a31	115.44	52.89	171.74
20545	a31	131	52.89	172.97
20416	a31	461.94	33.38	19.88
20543	a31	476.66	32.8	38.18
14669	a31	466.47	32.78	38.53
19452	a31	471.85	33.59	20.98
14758	a31	14.73	27.83	-201.06
14457	a31	-412.95	91.55	-479.22
14456	a31	-431.48	91.55	-443.56
14455	a31	-470.79	91.55	-441.91
15566	a31	-226.43	84.87	-373.03
15491	a31	85.4	52.82	178.1
15491	a31	82.33	52.82	178.2
15491	a31	62.7	52.82	220.04
15491	a31	59.64	52.82	220.14
14730	a31	-246.35	73.89	-103.03
14729	a31	-239.86	108.08	-193.54
14728	a31	-305.97	81.54	-7.45
15573	a31	3.23	52.77	166.81
15574	a31	6.45	52.77	166.9
15574	a31	-13.13	52.77	193.58
15573	a31	-13.13	52.77	188.57
15491	a31	95.97	52.82	184.06
15491	a31	92.91	52.82	184.16
15491	a31	37.13	52.82	223.03
15491	a31	40.19	52.82	222.93
14762	a31	218.22	40.26	29.98
15218	a31	-253.53	106.53	162.32
15218	a31	-239.11	93.52	202.95
15462	a31	445.77	34.16	186.02
15119	a31	445.77	34.16	186.02
15118	a31	445.67	34.16	185.92
14743	a31	262.88	259.03	-285.8
15515	a31	-396.08	129.93	496.89
15542	a31	-395.99	129.93	492.75
15536	a31	-395.82	129.93	488.47
15545	a31	-395.73	129.93	483.86
15533	a31	-399.64	129.93	478.67
15539	a31	-404.76	129.93	478.76
15527	a31	-410.27	129.93	478.63
15530	a31	-414.57	129.93	478.82
15524	a31	-417.98	129.93	483.88
15521	a31	-417.95	129.93	488.52
15518	a31	-417.78	129.93	492.92
15512	a31	-417.62	129.93	497.46
15665	a31	-438.89	113.03	387.19
15665	a31	-404.63	113.03	387.09
15664	a31	-404.73	113.03	352.17
15663	a31	-439.73	113.03	352.07
15665	a31	-177.24	157.19	383.59
15665	a31	-177.34	157.19	356.41
15664	a31	-208	157.19	357.01
15662	a31	-207.32	157.19	382.22
15664	a31	-213.18	118.06	305.13
15665	a31	-177.88	118.06	305.03
15665	a31	-213.02	118.06	338.85
15661	a31	-177.83	118.01	338.92
15665	a31	-437.28	158.31	329.71
15665	a31	-437.38	158.31	298.95
15664	a31	-404.89	158.23	298.24
15660	a31	-404.95	158.23	329.55
14764	a31	300.84	40.26	42.35
14763	a31	450.59	53.06	337.37
14745	a31	457.72	266.01	-205.68
14744	a31	430.61	263.01	-398.27
15574	a31	21.15	52.77	193.48
15573	a31	21.15	52.77	188.47
14777	a31	3.65	52.85	176.83
14768	a31	3.65	52.85	174.73
14780	a31	268.34	33.98	274.64
14781	a31	249.01	33.98	274.37
15642	a31	267.57	33.98	273.84
15641	a31	250.26	33.98	273.74
14782	a31	258.7	34.09	273.8
15646	a31	302.31	39.16	368.08
15650	a31	310.39	39.16	368.6
15649	a31	318.41	39.16	368.5
15648	a31	325.98	39.16	368.44
15647	a31	333.82	39.16	368.5
15646	a31	341.84	39.16	368.4
15650	a31	270.86	39.16	368.28
15649	a31	278.88	39.16	368.18
15648	a31	286.45	39.16	368.12
15647	a31	294.29	39.16	368.18
15646	a31	261.89	39.16	367.85
15647	a31	253.87	39.16	367.95
15648	a31	246.03	39.16	367.89
15649	a31	238.46	39.16	367.95
15648	a31	205.98	39.16	367.93
15647	a31	213.82	39.16	367.99
15646	a31	221.84	39.16	367.89
15650	a31	230.44	39.16	368.05
15649	a31	174.65	39.16	368.09
15648	a31	182.22	39.16	368.03
15650	a31	190.39	39.16	368.09
15649	a31	198.41	39.16	367.99
15646	a31	350.83	39.16	279.31
15647	a31	350.37	39.16	288.7
15648	a31	350.3	39.16	296.71
15649	a31	350.67	39.16	305.12
15650	a31	350.37	39.16	312.89
15646	a31	350.55	39.16	361.61
15650	a31	349.91	39.16	354.42
15649	a31	350.21	39.16	346.64
15648	a31	349.84	39.16	338.23
15647	a31	349.91	39.16	330.22
15646	a31	350.37	39.16	320.83
15650	a31	350.22	39.16	270.38
15649	a31	350.51	39.16	262.61
15648	a31	350.15	39.16	254.2
15647	a31	350.22	39.16	246.19
15646	a31	350.68	39.16	236.8
15650	a31	350.39	39.16	228.63
15649	a31	350.69	39.16	220.86
15648	a31	350.32	39.16	212.45
15647	a31	350.39	39.16	204.44
15646	a31	350.85	39.16	195.05
15650	a31	350.75	39.16	186.88
15646	a31	166.81	39.16	361.51
15650	a31	166.18	39.16	354.32
15649	a31	166.47	39.16	346.54
15648	a31	166.11	39.16	338.13
15647	a31	166.17	39.16	330.12
15646	a31	166.64	39.16	320.73
15646	a31	167.1	39.16	279.21
15647	a31	166.63	39.16	288.6
15648	a31	166.57	39.16	296.61
15649	a31	166.93	39.16	305.02
15650	a31	166.64	39.16	312.79
15650	a31	166.49	39.16	270.28
15649	a31	166.78	39.16	262.51
15648	a31	166.42	39.16	254.1
15647	a31	166.48	39.16	246.09
15646	a31	166.94	39.16	236.7
15650	a31	166.66	39.16	228.53
15649	a31	166.95	39.16	220.76
15648	a31	166.59	39.16	212.35
15647	a31	166.66	39.16	204.34
15646	a31	167.12	39.16	194.95
15650	a31	167.02	39.16	186.78
15649	a31	174.55	39.16	180.43
15648	a31	182.12	39.16	180.37
15650	a31	190.29	39.16	180.43
15649	a31	198.31	39.16	180.33
15648	a31	205.88	39.16	180.27
15647	a31	213.72	39.16	180.33
15646	a31	221.74	39.16	180.23
15646	a31	261.79	39.16	180.19
15647	a31	253.77	39.16	180.29
15648	a31	245.93	39.16	180.23
15649	a31	238.36	39.16	180.29
15650	a31	230.34	39.16	180.39
15650	a31	270.76	39.16	180.62
15649	a31	278.78	39.16	180.52
15648	a31	286.35	39.16	180.46
15647	a31	294.19	39.16	180.52
15646	a31	302.21	39.16	180.42
15650	a31	310.29	39.16	180.94
15649	a31	318.31	39.16	180.84
15648	a31	325.88	39.16	180.78
15647	a31	333.72	39.16	180.84
15646	a31	341.74	39.16	180.74
15645	a31	161.33	53.16	345.86
15645	a31	159.34	53.16	196.95
15645	a31	202.3	40.26	106.65
15645	a31	363.47	40.33	71.84
15645	a31	310.79	53.05	165.98
15644	a31	181.26	262.57	-198.53
15643	a31	-306.17	81.56	4
12312	a31	68.41	53.14	478.92
12312	a31	68.51	53.14	467.95
12312	a31	68.51	53.14	456.88
12312	a31	68.61	53.14	445.9
12312	a31	80.14	53.14	446
12312	a31	80.04	53.14	456.98
12312	a31	80.04	53.14	468.05
12312	a31	79.94	53.14	479.02
12312	a31	91.66	53.14	446.1
12312	a31	91.56	53.14	457.08
12319	a31	91.56	53.14	468.15
12312	a31	91.46	53.14	479.12
12312	a31	103.1	53.14	446.4
12319	a31	103	53.14	457.38
12312	a31	103	53.14	468.45
12312	a31	102.9	53.14	479.42
12312	a31	68.51	53.14	445.8
12312	a31	68.41	53.14	456.78
12312	a31	68.41	53.14	467.85
12312	a31	68.31	53.14	478.82
12312	a31	80.04	53.14	445.9
12312	a31	79.94	53.14	456.88
12312	a31	79.94	53.14	467.95
12312	a31	79.84	53.14	478.92
12312	a31	91.56	53.14	446
12312	a31	91.46	53.14	456.98
12312	a31	91.46	53.14	468.05
12312	a31	91.36	53.14	479.02
12312	a31	103	53.14	446.3
12312	a31	102.9	53.14	457.28
12312	a31	102.9	53.14	468.35
12312	a31	102.8	53.14	479.32
12319	a31	68.51	53.14	445.8
12319	a31	68.41	53.14	456.78
12319	a31	68.41	53.14	467.85
12319	a31	68.31	53.14	478.82
12319	a31	80.04	53.14	445.9
12319	a31	79.94	53.14	456.88
12319	a31	79.94	53.14	467.95
12319	a31	79.84	53.14	478.92
12319	a31	91.56	53.14	446
12319	a31	91.46	53.14	456.98
12312	a31	91.46	53.14	468.05
12319	a31	91.36	53.14	479.02
12319	a31	103	53.14	446.3
12312	a31	102.9	53.14	457.28
12319	a31	102.9	53.14	468.35
12319	a31	102.8	53.14	479.32
12319	a31	68.21	53.14	478.72
12319	a31	68.31	53.14	467.75
12319	a31	68.31	53.14	456.68
12319	a31	68.41	53.14	445.7
12319	a31	79.74	53.14	478.82
12319	a31	79.84	53.14	467.85
